SID,Region,TGL,CO,Grid ,Dependancy,Sub Cities,NPS Sites,Corporate Client Site,Technology,Site Importance,Single City Region (RAN),Single City Region (Com),Site Category,Revenue Cat,OnAirDate,"New 
USF Sites",Sharing Status,Shared With,OMO Site ID,"Locked Site
Expire Date","DG Opertational Status
(696 Update)",Solar Sites,Li-Ion Sites,"Jan-25
(Fuel)","Feb-25
(Fuel)","Mar-25
(Fuel)","Apr-25
(Fuel)","May-25
(Fuel)","Jun-25
(Fuel)","Jul-25
(Fuel)","Aug-25
(Fuel)","Sep-25
(Fuel)","Oct-25
(Fuel)","Nov-25
(Fuel)","Dec-25
(Fuel)",Jan 25 TCH%,Feb 25 TCH%,Mar 25 TCH%,Apr 25 TCH%,May 25 TCH%,Jun 25 TCH%,Jul 25 TCH%,Aug 25 TCH%,Sep 25 TCH%,q1,q2,q3,Oct 25 TCH%,Nov 25 TCH%,Dec 25 TCH%,Jan 26 TCH%,Feb 26 TCH%,2026-01-20 00:00:00,2026-01-21 00:00:00,2026-01-22 00:00:00,2026-01-23 00:00:00,2026-01-24 00:00:00,2026-01-25 00:00:00,2026-01-26 00:00:00,2026-01-27 00:00:00,2026-01-28 00:00:00,2026-01-29 00:00:00,2026-01-30 00:00:00,2026-01-31 00:00:00,2026-02-01 00:00:00,2026-02-02 00:00:00,2026-02-03 00:00:00,2026-02-04 00:00:00,2026-02-05 00:00:00,2026-02-06 00:00:00,2026-02-07 00:00:00,2026-02-08 00:00:00,2026-02-09 00:00:00,2026-02-10 00:00:00
2184,South-1,salman.amin,muneeb_c1,S1005,0,Other Cities,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2011-12-15,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,98.67895817204301,99.20865119047619,97.11828182795698,87.26452599999999,80.84647473118278,77.76934555555555,93.09255954022987,90.77426451612902,93.34173255555555,98.33529706349206,81.96011542891277,92.40285220397148,89.35472731182796,97.36382111111114,90.83723150537634,96.55155774193548,99.058203,99.18412000000001,100,89.17083000000001,100,100,100,100,100,100,100,100,100,100,100,99.83723333333334,96.80370666666668,96.83452666666666,98.12472333333334,98.99183999999998,100,99.99000000000001,100
2178,South-1,salman.amin,Noman.Baig,S1006,0,Other Cities,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2011-12-15,Non USF Sites,Shared as Host,Ufone,-,-,-,-,2023-06-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,98.82989247311829,89.85693583333334,90.07980645161291,89.06429933333332,82.8046275268817,82.49432655555555,91.47607964285714,85.7622792222222,98.60075100000002,92.9222115860215,84.7877511385902,91.94636995502646,92.89704021505378,92.11577166666666,98.5274664516129,97.83963107526883,98.67066666666668,98.33333333333333,98.76666666666667,98.82,98.38,98.19,99.04,98.18666666666667,98.37333333333333,98.96,99.23,98.42333333333333,98.51666666666667,98.87,98.53000000000002,98.53000000000002,98.16333333333334,99.40666666666668,98.43666666666667,98.78000000000002,98.95333333333333,98.57333333333334,98.46333333333332
2160,South-1,Aman.Siddiqui,wajid_iqbal_c1,S1004,0,Other Cities,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2011-12-15,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,96.45439010752686,95.40977476190476,97.83966602150541,91.08687855555557,97.92746107526881,97.8306678888889,91.37136345238093,86.64375747126437,97.06126055555559,96.56794363031234,95.6150025065711,91.69212715973363,98.13348075268819,98.99070988888889,98.11138290322582,98.69893086021504,98.93933333333332,99.21999999999998,99.08333333333333,89.7919,99.39666666666666,99.00333333333333,99.33666666666666,98.60000000000001,98.96999999999998,99.11666666666667,97.60188666666666,98.80666666666667,99.69666666666667,99.55666666666667,98.08333333333333,98.99666666666667,100,98.54666666666667,98.77333333333333,98.91333333333334,99.42333333333333,98.30333333333333,98.79666666666667
1743,South-1,Moiz.Hussain,asim_zafar_c1,S1009,0,DHA,No,No,2G+3G+4G,BTS,-,-,Silver,SB,2011-12-15,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,94.36073150537635,92.3933133333333,95.78109903225807,90.83980444444445,94.64484795698925,92.56881144444445,93.86156462365591,90.54359978494624,90.49623566666666,94.17838129032258,92.68448794862606,91.63380002508961,83.2724859139785,82.93745488888888,87.70067215053763,97.66149634408602,98.25933333333333,87.58048000000001,97.31666666666666,98.45333333333333,99.21666666666665,99.31666666666666,100,97.82333333333334,97.45333333333333,98.67666666666666,98.62,98.84666666666668,98.91000000000001,98.90666666666668,97.93333333333334,98.69666666666667,97.49000000000001,98.73333333333333,98,98.64333333333333,98.61666666666667,97.57000000000001,98.00333333333333
167,South-1,salman.amin,syed_azeem_c1,S1005,4,Surjani,No,No,2G+3G+4G,Minor Hub,-,-,Platinum,PGS,2011-12-15,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,86.89240892473119,85.28778083333336,90.65169376344086,87.95961133333334,87.56465043010752,90.75133433333333,90.30946344827588,92.05047795698925,97.32154022222223,87.6106278405018,88.75853203225806,93.22716054249578,99.67747806451611,96.83762433333332,96.0989064516129,98.90913483870968,98.73046466666663,98.98471333333333,99.64881666666668,86.02731999999999,100,99.72333333333334,96.74393666666667,99.41983999999998,98.92505666666666,100,99.64027666666668,100,99.81333333333333,98.18863333333333,98.94182333333333,98.90175333333333,99.13471666666665,98.49216000000001,99.00189,98.60889999999999,98.56576,98.92990333333334,98.53910666666665
2189,South-4,Safeel.Ahmed,Wazeer.Ali_Ieng,S4006,0,Moro,No,Yes,2G+3G+4G,BTS,-,-,Gold,PGS,2012-01-31,Non USF Sites,Shared as Guest,Telenor,QMR103,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,85.45444494623656,88.08042166666668,91.57739720430105,87.08138922222224,83.81192575757574,85.44243525641028,90.1806528888889,68.18940043010753,69.73949322222224,88.37075460573476,85.44525007873608,76.03651551373956,73.80454752688173,89.4605958888889,84.62333946236559,80.42772688172043,85.26078366666667,91.13853666666667,92.63588,77.7424,80.65069666666666,88.28769333333334,93.38466999999999,53.905136666666664,57.422760000000004,87.00603,82.68752666666667,91.22469000000001,85.29694666666667,89.47041,89.77581333333332,86.96410666666667,90.94887999999999,87.81539333333335,81.36895,85.07341000000001,86.83742666666666,78.47951666666665,75.87392999999999
2180,South-1,Aman.Siddiqui,hamza.younus,S1008,0,Other Cities,No,Yes,2G+3G+4G,BTS,-,-,Gold,PGS,2012-01-31,Non USF Sites,Shared as Guest,Telenor,KKq206,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,77.44588537634407,90.45726976190475,95.46471311827956,92.06180033333335,81.29557956989248,77.82731555555556,89.52012781609196,86.48525634408603,90.69669877777774,87.78928941884278,83.7282318195938,88.90069431265191,67.97591999999999,72.4596512222222,70.27030634408601,84.7206210752688,82.157695,77.93903333333334,86.62127666666667,82.79064666666666,96.29666666666667,88.42906,93.27530666666667,85.82975666666665,96.27570666666666,95.72741333333333,93.11512666666665,75.984,90.15338333333334,81.71822,92.78862,95.35895,96.11243666666667,95.07003000000002,46.20858666666666,81.41965,76.28535000000001,74.09236,82.52274666666666
2171,South-1,salman.amin,MuhammadSaleem,S1003,3,Other Cities,No,Yes,2G+3G+4G,Minor Hub,-,-,Platinum,PGS,2012-01-16,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,98.82247311827958,99.14047619047616,99.7915864516129,89.78435511111111,87.33896559139784,90.66925288888888,99.72127735632185,99.00921376344087,96.92784588888891,99.25151192012288,89.26419119713262,98.55277900288388,97.28813182795697,97.94019733333333,86.04160139784943,86.52391924731182,86.962408,86.46126333333335,86.94696333333333,86.49042666666666,86.34905666666667,86.62868333333334,81.50702,86.59853666666667,86.23850333333333,87.61585666666667,86.39396333333333,86.73052333333334,86.99934666666667,86.45448,86.22143,86.64185333333334,86.48052333333334,86.98678,78.10295,86.39979666666666,87.13720333333333,88.52239666666667,96.67666666666666
2157,South-1,moiz.hussain,MBhutto_s1,S1012,0,Korangi,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2012-01-16,Non USF Sites,Not Shared,-,-,-,-,-,2021-12-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,89.43025903225806,93.17002892857143,91.25542354838709,83.301032,79.81235698924733,76.05283344444446,72.958921954023,83.65673301075272,88.31857500000001,91.28523716973886,79.72207414456393,81.64474332159192,93.34447161290322,92.73751544444445,91.4678010752688,91.44647849462366,86.86169,88.36103333333334,96.80973666666667,96.71528999999998,97.81097666666666,79.40753666666666,86.55607333333334,89.92174666666666,87.61299666666667,87.96965333333334,88.06792333333333,95.75210333333332,84.08691666666667,92.72956333333333,86.16627,87.68453,82.46223333333334,81.92136333333333,94.50696,85.05287666666668,83.81101666666666,87.62504666666666,86.65704000000001
2154,South-2,Syed.Hamid,shahid.ali_s2,S2012,0,Other Cities,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2012-01-16,Non USF Sites,Not Shared,-,-,-,-,-,2021-12-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,96.22262483870969,93.64305857142858,96.18253451612901,99.78545355555556,95.44707021505376,90.91431833333334,75.86815011494252,88.17921881720432,90.50248033333332,95.34940597542243,95.3822807013142,84.84994975516005,76.50138989247311,95.79794155555557,96.88430139784944,95.48411655913979,95.60114733333333,98.44666666666667,99.80666666666667,88.74372999999999,94.10079,90.54162333333333,88.75240000000001,94.1828,98.22333333333334,92.68415,92.00480666666665,88.00497333333333,91.11389000000001,99.31,93.86911666666667,86.63346,86.50138,98.54333333333334,98.45666666666666,97.32418333333334,98.30666666666667,99.10333333333334,97.96333333333332
1690,South-2,Abdul.Salam,imran.ali_s2,S2008,0,Hyderabad,No,No,2G+3G+4G,BTS,-,-,Gold,PGS,2012-01-16,Non USF Sites,Shared as Guest,Enfrashare,ES2-HYD-00494,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,85.51314258064517,85.52879178571432,91.07733795698921,89.29798777777775,90.42395462365592,88.50284877777777,78.24106533333334,87.24408255555555,85.18815099999999,87.37309077444957,89.4082637264038,83.5577662962963,80.41308129032258,87.24717499999998,81.67874129032259,76.58873236559141,75.44196600000001,77.00297666666667,76.77222333333333,76.48993666666667,76.64134666666666,76.81295,76.98427,77.37434666666667,77.11123666666667,76.62033333333333,77.02812,76.36958666666668,76.01709,76.31806333333333,74.87074,76.60654333333333,73.57232333333333,74.79162000000001,76.48354333333333,76.22933333333333,75.28967999999999,76.80123999999999,73.45657333333334
253,South-2,Syed.Hamid,abdulsattar_s2,S2007,0,Nawabshah,No,No,2G+3G+4G,BTS,-,-,Gold,PGS,2012-01-16,Non USF Sites,Shared as Guest,Deodar,NWB6846,-,-,-,2023-09-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,98.29932827956988,93.25562976190476,99.22697075268816,96.83110100000003,97.39523462365591,98.08694322222226,97.63845214285712,97.97318218390804,96.44084744444443,96.92730959805426,97.43775961529273,97.35082725706987,98.24332086021506,90.11408377777776,97.10801956989245,96.40470236559138,97.70222266666666,98.05,91.91310666666668,97.87333333333333,99.24000000000001,93.53536333333334,97.91666666666667,97.27,97.47666666666667,97.50999999999999,99.31666666666666,97.63666666666666,97.5,100,97.14,97.0722,98.07,94.78512333333333,100,98.24333333333334,98.14333333333333,99.27,94.29823666666668
206,South-1,moiz.hussain,m.amir_s1,S1010,0,Landhi,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2012-01-16,Non USF Sites,Not Shared,-,-,-,-,-,2022-04-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,92.05875129032259,93.49841119047616,91.28822559139785,90.63436933333334,92.51834688172043,95.32675488888887,94.69014471264367,87.986206344086,92.08064966666667,92.28179602406554,92.82649036798087,91.58566690779878,91.39107032258065,93.76179677777776,92.29179376344088,93.80844892473117,94.50031833333333,94.84144333333334,94.11370333333332,94.00429000000001,94.32835333333333,89.88686666666668,93.95873999999999,94.33068333333334,93.88370666666667,94.88153333333334,95.0037,94.79132666666668,94.93912,94.98298999999999,94.02857333333333,93.80890666666666,94.88192333333332,94.40355333333333,93.80810666666666,94.09727333333335,94.36706,95.09099666666667,95.5338
161,South-1,salman.amin,syed_azeem_c1,S1005,0,Surjani,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2012-01-16,Non USF Sites,Not Shared,-,-,-,-,-,2023-09-06 00:00:00,840,840,930,840,480,300,0,0,0,0,0,0,95.85177709677419,95.98151595238093,96.20884397849464,95.89142444444444,94.89616806451613,96.33466144444444,95.58739459770115,95.39392913580248,89.14046877777777,96.01404567588325,95.70741798446834,93.3739308370938,91.35595688172042,90.16174688888889,90.0591922580645,90.3461706451613,98.77669599999999,91.66868666666666,91.76634999999999,88.60540333333334,93.25054999999999,90.39103333333333,90.17237999999999,100,78.69642666666665,99.98666666666666,100,99.99666666666667,99.85822333333334,91.68674666666665,96.08688,100,100,99.99333333333334,100,100,100,100,100
1836,South-1,moiz.hussain,abrehman,S1012,0,Landhi,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2012-02-01,Non USF Sites,Not Shared,-,-,-,-,-,2024-04-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,95.13984666666666,97.31423202380952,99.50358516129033,98.2301172222222,98.80507516129032,97.90191266666668,98.20487395061727,95.18998204301076,93.5004002222222,97.31922128392218,98.31236835005973,95.63175207195007,90.15765537634408,98.76426455555556,99.72375559139785,99.19540741935485,97.92971333333332,99.00333333333333,99.33999999999999,100,99.98939,99.69567,99.32041,99.5,99.26333333333334,99.83333333333333,99.10333333333334,100,93.33993,92.60002666666666,97.24349333333333,99.89665000000001,99.37333333333333,96.50029666666666,99.32333333333334,99.39,98.68333333333334,98.13333333333333,98.15333333333332
269,South-1,moiz.hussain,m.amir_s1,S1012,0,Landhi,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2012-02-01,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,96.6740998924731,94.32565178571429,97.84486634408601,88.21017133333334,86.73018763440861,86.57732511111111,88.81259885057473,92.89864870967746,93.79016311111111,96.28153934075779,87.17256135961769,91.8338035571211,93.96743720430109,93.1556718888889,90.21225408602152,95.57037301075266,91.99836133333334,98.02,93.25853666666666,97.92666666666666,98.03333333333335,98.32,98.18,97.99666666666667,98.79666666666667,99.10666666666667,87.84495333333332,53.52857333333333,88.68643333333334,90.26584666666668,90.01321666666666,93.65193333333332,94.64984,91.84836,90.75822333333333,94.45746333333334,82.45676000000002,93.91576666666667,97.96620333333334
199,South-1,salman.amin,faheem.ahmed,S1003,0,Other Cities,No,No,2G+3G+4G,BTS,-,-,Gold,PGS,2012-01-31,Non USF Sites,Shared as Guest,Telenor,KKX445,-,-,-,2023-06-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,97.74226612903223,96.26027714285713,99.67817010752688,95.64098088888888,98.56500666666668,98.3636187777778,83.98974597701148,87.8535311827957,81.56068766666665,97.89357112647208,97.52320211111112,84.46798827549128,81.3251234408602,85.87358322222221,72.23647741935484,95.50255451612901,93.97524766666666,99.99976,90.07936666666667,99.56948333333334,100,89.29748666666667,100,100,88.74635666666666,82.34487666666666,98.21742,100,99.26836666666668,99.38553333333334,91.35296,96.97101333333332,95.73887666666667,92.28402333333334,91.68830333333334,93.41111666666666,92.77249666666667,93.16752333333334,92.98063
2175,South-1,salman.amin,Iftikhar.ahmed_s2,S1006,0,Other Cities,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2012-02-07,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,96.63003258064516,99.45651452380953,100,99.99966666666666,99.88453849462364,92.43206444444444,85.31885654761903,78.63306591397848,82.80399644444445,98.6955157014849,97.43875653524492,82.25197296868066,83.28748075268818,82.97012099999999,88.79024397849463,99.93913978494624,99.94699566666667,100,100,100,100,100,100,100,100,100,99.48,100,100,99.99995666666666,100,100,100,99.75666666666666,100,100,100,99.99666666666667,99.71666666666665
930,South-1,salman.amin,Iftikhar.ahmed_s2,S1006,0,Manghopir,No,No,2G+3G+4G,BTS,-,-,Silver,SB,2012-02-07,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,95.50599258064514,96.20499642857146,97.2934865591398,95.4304458888889,92.43872419354838,92.01327644444446,90.68974528735633,90.78411956989248,91.04178000000002,96.33482518945213,93.29414884229391,90.83854828574961,84.41790193548387,86.87320622222224,71.85689677419354,77.05627591397848,71.408339,79.07691333333334,79.88026666666666,77.50993333333334,92.32015000000001,75.36932666666667,80.68987333333334,80.18531333333334,78.55518000000001,79.92922666666666,78.82277666666666,89.54205333333333,77.38538999999999,72.93357333333334,78.89567,61.508829999999996,61.55486333333332,56.43359,87.14869666666668,79.52365333333333,73.37191333333334,68.84450333333332,73.86809666666666
265,South-1,moiz.hussain,Zakeer.Ahmed-HRSG,S1012,0,Highway,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2012-02-07,Non USF Sites,Not Shared,-,-,-,Yes,-,2024-05-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,93.51607107526881,92.43880273809522,90.75673053763441,90.7273548888889,91.6048151612903,75.335444,71.77439592592593,95.47566290322582,80.92210944444444,92.2372014503328,85.88920468339306,82.72405609119873,68.02439951612905,72.79316655555554,79.75621569892472,81.47465666666669,85.84112866666666,99.64,95.99210666666666,86.80502666666666,93.66506,99.64666666666666,99.72333333333334,99.41068333333334,99.65666666666668,99.66000000000001,92.28590333333334,94.00813,99.77333333333333,96.68200999999999,99.74000000000001,99.68666666666667,84.01865,89.96572000000002,86.45927999999999,73.19315999999999,76.26558,85.78015999999998,66.62006000000001
200,South-1,Aman.Siddiqui,tauqeer_c1,S1004,0,Other Cities,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2012-02-07,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,94.29850376344085,93.3757141666667,86.5316290322581,87.39134411111111,87.42822021505378,87.14889188888888,87.44322321428572,87.0534375862069,87.0179778888889,91.40194898745521,87.32281873835126,87.17154622979383,87.34724365591399,86.16928,86.84208612903225,86.59505677419354,87.5,87.36333333333334,87.05666666666667,75.30287666666668,78.60666666666667,87.5,87.5,87.20333333333333,87.49471666666666,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5
2155,South-1,aqib.rasheed,samar_abbass_c1,S1011,0,Other Cities,No,Yes,2G+3G+4G,BTS,-,-,Platinum,PGS,2012-02-24,Non USF Sites,Not Shared,-,-,-,-,-,2023-06-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,94.51085860215053,94.89395404761906,95.64836505376344,92.63971333333332,92.10010225806451,94.40471055555557,95.79928814814815,92.6885567741935,91.12766122222223,95.01772590117768,93.04817538231778,93.20516871485462,84.48935161290322,81.92823577777777,87.49232827956989,98.31029516129033,99.95955766666667,95.79666666666667,95.83333333333333,95.53000000000002,97.08145333333334,100,100,100,100,99.99333333333334,100,99.99333333333334,100,100,100,100,100,100,100,99.59557666666667,100,100,100
2286,South-1,moiz.hussain,asim_zafar_c1,S1010,0,Korangi,No,No,2G+3G+4G,BTS,-,-,Gold,PGS,2012-03-02,Non USF Sites,Shared as Guest,Deodar,KHI5166,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,94.40384075268815,94.18886107142855,95.47560118279571,94.72995422222222,96.88787548387099,99.07954277777782,98.67848172413794,95.90100634408601,99.03635911111111,94.68943433563747,96.89912416129035,97.87194905977834,97.51501010752686,89.24415155555556,91.07752043010754,98.63994860215053,98.32267166666666,98.95666666666666,99.12333333333333,99.44333333333333,95.69389333333334,100,99.3,99.38333333333333,98.71333333333332,99.02,98.99000000000001,98.39666666666666,99.18,99.52333333333333,97.82333333333334,99.24666666666667,99.45666666666666,99.37333333333333,98.12406666666668,98.19333333333333,99.3833,98.59333333333332,93.50935
2173,South-1,salman.amin,m.inamhanif_s1,S1003,0,Orangi Town,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2012-03-02,Non USF Sites,Shared as Guest,Deodar,KHI0688,-,-,-,2024-08-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,99.0867741935484,99.11594785714286,99.96935483870968,97.74670766666667,99.55378612903226,99.58966666666667,99.66731111111112,99.53670946236558,99.87777777777778,99.39069229646698,98.96338682078853,99.69393278375149,99.53301548387097,99.2702077777778,99.19664365591399,99.08292569892473,99.72533333333334,98.71,98.94,99.44333333333333,99.33999999999999,98.92333333333333,100,99.33,98.69,98.94333333333333,100,98.82,99.25333333333333,100,98.50666666666666,99.77,100,99.75666666666666,99.43,100,100,99.79,100
194,South-1,salman.amin,khalidshah_s1,S1005,0,Other Cities,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2012-03-02,Non USF Sites,Not Shared,-,-,-,-,-,2024-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,99.01935806451611,99.24976666666667,99.99381462365591,99.18597277777779,98.9638498924731,98.43078377777778,91.55436609195404,84.27361569892474,79.3132072222222,99.42097978494623,98.8602021493429,85.04706300436699,78.06246677419357,78.88004477777777,78.39630634408601,95.91575139784946,100,100,100,100,100,100,100,100,100,100,100,100,99.64666666666666,100,100,100,100,100,100,100,100,100,100
159,South-1,moiz.hussain,m.amir_s1,S1010,0,Landhi,No,No,2G+3G+4G,BTS,-,-,Silver,SB,2012-03-02,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,64.36811118279572,55.63537333333335,55.638012903225814,46.73296177777779,36.9031276344086,39.355264666666656,39.36985494252874,57.092348602150544,36.20638133333333,58.54716580645163,40.99711802628435,44.2228616260042,62.02788903225806,74.29034155555556,73.5656329032258,94.76029903225805,98.03400000000002,96.75333333333333,96.82666666666667,97.11333333333334,96.71,97.22333333333334,98.07333333333334,97.08666666666666,95.61200666666666,96.82,96.60000000000001,97.39,97.06,97.70333333333333,97.88,97.28000000000002,97.69333333333333,97.99666666666667,98.53000000000002,97.96,98.21666666666665,98.49666666666667,98.58333333333333
2298,South-2,muhammad.aamir,gul.baloch,S2010,0,Mirpurkhas,No,No,2G+3G+4G,BTS,-,-,Silver,SB,2012-03-12,Non USF Sites,Shared as Guest,Telenor,KGMR01,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,67.1809540860215,63.87593202380952,48.794227311827946,65.70641722222221,52.36202537634408,58.78258066666665,45.866330645161284,65.0779911827957,62.25443788888888,59.95037114055299,58.95034108841097,57.73291990561529,67.50605354838711,71.17162599999999,71.4517276344086,72.26401387096773,74.31670766666666,74.35886333333333,68.93339666666667,70.19736333333333,45.273986666666666,72.42863,73.74312666666667,71.96555666666667,73.94051333333333,74.34272333333332,74.42716333333334,74.38169666666666,74.56290666666666,74.65122666666666,74.44824333333334,74.70603333333334,74.67360333333333,74.77808,74.64173666666666,74.88914333333334,74.53670333333334,74.29223333333333,71.55007333333333
2236,South-2,Abdul.Salam,Iftekhar_Ieng,S2008,10,Jamshoro,No,Yes,2G+3G+4G,PTN Node Site,-,-,Platinum,PGS,2012-03-12,Non USF Sites,Not Shared,-,-,-,Yes,-,-,200,0,150,500,400,200,400,400,700,100,200,60,99.97393268817204,100,99.97511774193548,99.2207478888889,99.44847494623657,99.57658766666668,99.99823322580644,99.99797150537634,99.76353266666666,99.98301681003585,99.41527016726405,99.91991246594982,99.90877913978494,99.88570233333333,99.85402569892473,99.93784946236559,99.97790233333333,99.93333333333334,99.90333333333332,100,100,99.93666666666667,99.99666666666667,99.97666666666667,99.89333333333333,99.99333333333334,100,99.92333333333333,100,99.92666666666666,100,99.91235666666667,99.99333333333334,99.99000000000001,100,99.96333333333332,99.99666666666667,99.99666666666667,100
2200,South-1,moiz.hussain,abrehman,S1010,0,Landhi,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2012-03-12,Non USF Sites,Not Shared,-,-,-,-,-,2023-12-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,96.23430935483871,94.49703761904762,97.17353526881722,95.83041166666668,86.16939258064517,83.16024022222224,89.20851432098765,82.19863655913977,93.19228966666667,95.96829408090117,88.38668148984469,88.19981351559802,93.97359516129033,84.67083733333335,91.29370666666668,89.50119655913979,76.05846899999999,89.04872333333333,58.92769333333333,97.16333333333334,96.97689666666666,90.92024333333335,91.37771333333335,89.60639666666667,62.54917,78.84272333333332,64.57607666666667,74.79315,87.04555999999998,94.80830666666668,95.62741999999999,74.86419333333333,75.52321666666667,94.44333333333333,94.57027666666666,89.86324,65.84223666666666,58.20883,16.833636666666667
2196,South-2,Babar.Khan,mushtaq.butto_s2,S2009,1,Makli,No,No,2G+3G+4G,Minor Hub,-,-,Platinum,PGS,2012-03-12,Non USF Sites,Not Shared,-,-,-,Yes,-,2022-03-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,73.22317559139783,63.13855678571429,69.05594548387096,74.17342811111112,49.48693193548387,54.652337555555555,76.82477068965517,82.56918440860215,78.58074422222222,68.47255928699435,59.43756586738351,79.32489977349319,81.40766795698926,91.04866688888887,94.0633647311828,98.77737376344088,99.691922,99.68,90.73137666666666,97.49949666666667,99.61897666666665,98.45765666666667,95.60323,99.50700666666667,99.48666666666666,99.55666666666667,99.68913666666667,99.68572333333333,99.66666666666667,99.70748666666668,99.49111,99.70436333333333,99.98666666666666,99.82,99.62333333333333,99.78957333333334,99.80666666666667,99.45668666666667,99.53333333333335
2194,South-2,muhammad.aamir,rehan.jamshaid,S2010,0,Tando Allah yar,No,Yes,2G+3G+4G,BTS,-,-,Gold,PGS,2012-03-12,Non USF Sites,Shared as Guest,Deodar,ALA5689,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,70.42818978494623,78.08490464285715,74.45038645161289,58.82692999999999,65.23388978494623,81.86419133333334,81.566392,79.40448666666667,93.86333877777778,74.32116029313875,68.64167037275985,84.94473914814814,95.51506096774193,95.7143511111111,89.5329847311828,92.85937161290325,94.14013800000001,94.10629666666667,84.38967666666666,96.95333333333333,97.58666666666666,98.79333333333334,97.18333333333334,97.08333333333333,97.19333333333333,97.20333333333333,98.5,97.61666666666667,97.28666666666668,97.03000000000002,97.21,95.54670333333333,98.09666666666668,93.43069333333334,97.77,97.39999999999999,87.90611333333334,97.20333333333333,79.80787
2186,South-2,muhammad.aamir,yaseen.ali,S2010,0,Umerkot,No,No,2G+3G+4G,BTS,-,-,Gold,PGS,2012-03-12,Non USF Sites,Shared as Guest,Telenor,KUK102,-,-,-,2023-07-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,83.0647819354839,84.37066226190476,81.05489053763442,82.72279577777776,94.26691591397852,91.44866866666666,79.71356077777776,73.48959688172043,40.034789222222216,82.83011157834102,89.47946011947431,64.41264896057346,86.02942741935482,91.87673866666664,82.29189698924729,85.8677411827957,85.84052333333332,73.41176333333334,86.61726333333333,78.55351,94.44333333333333,94.44333333333333,73.09464333333334,82.21428333333333,84.72852666666667,93.18251333333335,94.44333333333333,90.44619333333333,86.32350333333333,94.44333333333333,94.44333333333333,78.64333333333333,81.39828999999999,86.62601000000001,87.30293666666667,87.14728000000001,84.57057333333334,87.79495000000001,76.03519333333334
